taxid,parent,taxonomic_rank,scientific_name
taxon:1355045 [Escherichia coli H016]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H016
taxon:1169388 [Escherichia coli KTE138]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE138
taxon:1446589 [Escherichia coli O145:NM str. 2010C-3509]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 2010C-3509
taxon:1355055 [Escherichia coli MVAST038]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MVAST038
taxon:2067422 [Escherichia coli O8:H36]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O8:H36
taxon:2491680 [Escherichia coli O162:H9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O162:H9
taxon:1005405 [Escherichia coli 94.0618]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 94.0618
taxon:1280980 [Escherichia coli HVH 29 (4-3418073)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 29 (4-3418073)
taxon:752785 [Escherichia coli 541-15]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 541-15
taxon:1268987 [Escherichia coli 907715]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 907715
taxon:1155733 [Escherichia coli BCE032-DM-B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BCE032-DM-B
taxon:1358408 [Escherichia coli O111 str. CFSAN002157]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002157
taxon:1358384 [Escherichia coli O145 str. CFSAN002133]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002133
taxon:1116037 [Escherichia coli BCE001_MS16]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BCE001_MS16
taxon:2079152 [Escherichia coli O103:H56]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O103:H56
taxon:1444227 [Escherichia coli 6-537-08_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 6-537-08_S4_C1
taxon:1444278 [Escherichia coli 3-105-05_S4_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-105-05_S4_C3
taxon:1182690 [Escherichia coli KTE84]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE84
taxon:758829 [Escherichia coli ECA-0157]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ECA-0157
taxon:1444181 [Escherichia coli 2-222-05_S3_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-222-05_S3_C3
taxon:1138319 [Escherichia sp. enrichment culture clone 23]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone 23
taxon:634468 [Escherichia coli HB101]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HB101
taxon:1444264 [Escherichia coli 2-222-05_S4_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-222-05_S4_C3
taxon:1446718 [Escherichia coli O26:H11 str. 2010C-3051]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. 2010C-3051
taxon:752787 [Escherichia coli 576-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 576-1
taxon:1446512 [Escherichia coli O111:NM str. 01-3076]@strain,taxon:373045 [Escherichia coli O111:NM]@serotype,strain,Escherichia coli O111:NM str. 01-3076
taxon:1081887 [Escherichia coli 09BKT078844]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 09BKT078844
taxon:1281033 [Escherichia coli HVH 97 (4-6859038)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 97 (4-6859038)
taxon:1116119 [Escherichia coli 2719100]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2719100
taxon:1444098 [Escherichia coli 2-222-05_S1_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-222-05_S1_C3
taxon:1126894 [Escherichia coli C33_11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C33_11
taxon:1446764 [Escherichia coli O91:H14 str. 2009C-3227]@strain,taxon:1427360 [Escherichia coli O91:H14]@serotype,strain,Escherichia coli O91:H14 str. 2009C-3227
taxon:747407 [Escherichia sp. enrichment culture clone NBAR006]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone NBAR006
taxon:1126936 [Escherichia coli C93_11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C93_11
taxon:1281183 [Escherichia coli UMEA 3108-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3108-1
taxon:1358341 [Escherichia coli O145 str. CFSAN002090]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002090
taxon:1094975 [Escherichia coli HUSEC41]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HUSEC41
taxon:1444213 [Escherichia coli 7-233-03_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 7-233-03_S4_C1
taxon:694527 [Escherichia coli MV2B10]@no rank,taxon:83333 [Escherichia coli K-12]@strain,no rank,Escherichia coli MV2B10
taxon:1355029 [Escherichia coli C001]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C001
taxon:1444088 [Escherichia coli 4-203-08_S1_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 4-203-08_S1_C2
taxon:1116063 [Escherichia coli MP021017.9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MP021017.9
taxon:1005549 [Escherichia coli EC1864]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC1864
taxon:1116098 [Escherichia coli p0305293.10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli p0305293.10
taxon:1417310 [Escherichia sp. enrichment culture clone A7]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone A7
taxon:1151215 [Escherichia coli B7-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B7-1
taxon:1281082 [Escherichia coli HVH 149 (4-4451880)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 149 (4-4451880)
taxon:1005454 [Escherichia coli 5.2246]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 5.2246
taxon:1005467 [Escherichia coli 10.0869]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 10.0869
taxon:1005517 [Escherichia coli TW10246]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10246
taxon:656437 [Escherichia coli TA143]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TA143
taxon:1169327 [Escherichia coli KTE6]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE6
taxon:1005431 [Escherichia coli 99.0848]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 99.0848
taxon:2990470 [Escherichia coli O125ac:K+:H10]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O125ac:K+:H10
taxon:1126893 [Escherichia coli C295_10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C295_10
taxon:237777 [uncultured Escherichia sp.]@species,taxon:75663 [environmental samples]@no rank,species,uncultured Escherichia sp.
taxon:1446585 [Escherichia coli O145:NM str. 06-3484]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 06-3484
taxon:1246623 [Escherichia coli O10:K5(L):H4 str. ATCC 23506]@strain,taxon:1246622 [Escherichia coli O10:K5(L):H4]@serotype,strain,Escherichia coli O10:K5(L):H4 str. ATCC 23506
taxon:1446637 [Escherichia coli O157:H7 str. 2011EL-2106]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2106
taxon:1308681 [Escherichia coli ADL-324]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ADL-324
taxon:868208 [Escherichia coli DEC15C]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC15C
taxon:1001990 [Escherichia coli PCN042]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PCN042
taxon:1173690 [Escherichia coli VL2732]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli VL2732
taxon:1185789 [Escherichia sp. enrichment culture clone V-S5_1-51]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone V-S5_1-51
taxon:656388 [Escherichia coli H252]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H252
taxon:2100510 [Escherichia coli O174:H7]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O174:H7
taxon:1281114 [Escherichia coli HVH 187 (4-4471660)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 187 (4-4471660)
taxon:1095719 [Escherichia coli O23 str. P7a]@no rank,taxon:1095708 [Escherichia coli O23]@serogroup,no rank,Escherichia coli O23 str. P7a
taxon:1240387 [Escherichia coli H093800018]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H093800018
taxon:2491685 [Escherichia coli O83:H15]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O83:H15
taxon:1181765 [Escherichia coli KTE219]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE219
taxon:1355072 [Escherichia coli MVAST179]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MVAST179
taxon:1444247 [Escherichia coli 1-392-07_S4_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-392-07_S4_C2
taxon:1400157 [Escherichia coli BIDMC 43b]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BIDMC 43b
taxon:749547 [Escherichia coli MS 187-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 187-1
taxon:1358402 [Escherichia coli O145 str. CFSAN002151]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002151
taxon:1444194 [Escherichia coli 3-373-03_S3_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-373-03_S3_C3
taxon:1355033 [Escherichia coli CD466]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli CD466
taxon:1095723 [Escherichia coli O30 str. P2a]@strain,taxon:1095712 [Escherichia coli O30]@serogroup,strain,Escherichia coli O30 str. P2a
taxon:1281159 [Escherichia coli KOEGE 40 (102a)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KOEGE 40 (102a)
taxon:1355061 [Escherichia coli JJ2038]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2038
taxon:868192 [Escherichia coli DEC12B]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC12B
taxon:404397 [Escherichia coli O115:K+]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O115:K+
taxon:1110693 [Escherichia coli str. K-12 substr. MDS42]@no rank,taxon:83333 [Escherichia coli K-12]@strain,no rank,Escherichia coli str. K-12 substr. MDS42
taxon:1444080 [Escherichia coli 1-250-04_S1_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-250-04_S1_C2
taxon:2865932 [Escherichia coli O48]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O48
taxon:1355125 [Escherichia coli QU300]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli QU300
taxon:1281132 [Escherichia coli HVH 205 (4-3094677)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 205 (4-3094677)
taxon:1151225 [Escherichia coli B26-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B26-1
taxon:1446550 [Escherichia coli O119:H4]@serotype,taxon:1450174 [Escherichia coli O119]@serogroup,serotype,Escherichia coli O119:H4
taxon:2592065 [Escherichia coli O1:H42]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O1:H42
taxon:1005490 [Escherichia coli PA5]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PA5
taxon:1286342 [Escherichia coli TOP550-4]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP550-4
taxon:1355119 [Escherichia coli JJ2591]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2591
taxon:747408 [Escherichia sp. enrichment culture clone NBAR013]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone NBAR013
taxon:1182657 [Escherichia coli KTE50]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE50
taxon:1182725 [Escherichia coli KTE146]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE146
taxon:1444089 [Escherichia coli 6-175-07_S1_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 6-175-07_S1_C2
taxon:868136 [Escherichia coli DEC1D]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC1D
taxon:1116054 [Escherichia coli P0299917.8]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0299917.8
taxon:577672 [Escherichia coli O5:H-]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O5:H-
taxon:1446762 [Escherichia coli O86:H34 str. 99-3124]@strain,taxon:1446759 [Escherichia coli O86:H34]@serotype,strain,Escherichia coli O86:H34 str. 99-3124
taxon:1268997 [Escherichia coli 908555]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 908555
taxon:868138 [Escherichia coli DEC2A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC2A
taxon:1232152 [Escherichia coli O103:H11]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O103:H11
taxon:1151221 [Escherichia coli B36-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B36-1
taxon:1333587 [Escherichia coli 112469215-isolate1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 112469215-isolate1
taxon:1269005 [Escherichia coli 908691]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 908691
taxon:1358399 [Escherichia coli O111 str. CFSAN002148]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002148
taxon:1416674 [Escherichia coli N37139PS]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli N37139PS
taxon:1444273 [Escherichia coli 1-176-05_S4_C3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1-176-05_S4_C3
taxon:868191 [Escherichia coli DEC12A]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC12A
taxon:1446504 [Escherichia coli O103:H2 str. 2010C-4433]@no rank,taxon:376725 [Escherichia coli O103:H2]@serotype,no rank,Escherichia coli O103:H2 str. 2010C-4433
taxon:1281157 [Escherichia coli KOEGE 32 (66a)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KOEGE 32 (66a)
taxon:1444131 [Escherichia coli 8-415-05_S3_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 8-415-05_S3_C1
taxon:1133852 [Escherichia coli O104:H4 str. 2011C-3493]@strain,taxon:1038927 [Escherichia coli O104:H4]@serotype,strain,Escherichia coli O104:H4 str. 2011C-3493
taxon:1116160 [Escherichia coli P0302308.12]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0302308.12
taxon:1281078 [Escherichia coli HVH 145 (4-5672112)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 145 (4-5672112)
taxon:869675 [Escherichia coli 1.2264]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 1.2264
taxon:1182733 [Escherichia coli KTE161]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE161
taxon:1358398 [Escherichia coli O145 str. CFSAN002147]@strain,taxon:1055538 [Escherichia coli O145]@serogroup,strain,Escherichia coli O145 str. CFSAN002147
taxon:1005527 [Escherichia coli EC4421]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC4421
taxon:1151250 [Escherichia coli B113]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli B113
taxon:2810409 [Escherichia coli H20]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli H20
taxon:1308982 [Escherichia coli HM46]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HM46
taxon:1355067 [Escherichia coli QU090]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli QU090
taxon:1010798 [Escherichia coli O10]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O10
taxon:1095720 [Escherichia coli O25 str. E39a]@strain,taxon:1095709 [Escherichia coli O25]@serogroup,strain,Escherichia coli O25 str. E39a
taxon:1281007 [Escherichia coli HVH 63 (4-2542528)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 63 (4-2542528)
taxon:869672 [Escherichia coli 97.0259]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 97.0259
taxon:1169389 [Escherichia coli KTE139]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE139
taxon:1333588 [Escherichia coli 112469218-isolate1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 112469218-isolate1
taxon:1147171 [Escherichia coli TW10518]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10518
taxon:1005529 [Escherichia coli EC4013]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli EC4013
taxon:1072459 [Escherichia coli O7:K1 str. CE10]@strain,taxon:1072458 [Escherichia coli O7:K1]@serotype,strain,Escherichia coli O7:K1 str. CE10
taxon:1358386 [Escherichia coli O111 str. CFSAN002135]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002135
taxon:1235805 [Escherichia coli SWW33]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli SWW33
taxon:868146 [Escherichia coli DEC3D]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli DEC3D
taxon:1392872 [Escherichia coli WC2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli WC2
taxon:1446600 [Escherichia coli O15:H18]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O15:H18
taxon:1169403 [Escherichia coli KTE179]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE179
taxon:1269009 [Escherichia coli A35218R]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli A35218R
taxon:1458844 [Escherichia coli E0083033-2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli E0083033-2
taxon:869682 [Escherichia coli JB1-95]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JB1-95
taxon:1162728 [Escherichia coli O113:H19]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O113:H19
taxon:1169341 [Escherichia coli KTE22]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE22
taxon:991908 [Escherichia coli O26:H11 str. 10140]@strain,taxon:244319 [Escherichia coli O26:H11]@serotype,strain,Escherichia coli O26:H11 str. 10140
taxon:2603287 [Escherichia coli O168]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O168
taxon:1281189 [Escherichia coli UMEA 3139-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli UMEA 3139-1
taxon:1444149 [Escherichia coli 2-052-05_S3_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-052-05_S3_C2
taxon:1116001 [Escherichia coli ThroopD]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ThroopD
taxon:1286345 [Escherichia coli TOP2396-2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP2396-2
taxon:670892 [Escherichia coli 3431]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3431
taxon:1126924 [Escherichia coli C796_10]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C796_10
taxon:1446692 [Escherichia coli O157:H7 str. K5806]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. K5806
taxon:1401689 [Escherichia coli APEC O2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli APEC O2
taxon:1169380 [Escherichia coli KTE122]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE122
taxon:1005448 [Escherichia coli 2.0966]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2.0966
taxon:1269000 [Escherichia coli 908616]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 908616
taxon:1446624 [Escherichia coli O157:H7 str. 2011EL-2090]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2090
taxon:1355050 [Escherichia coli JJ2547]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ2547
taxon:1280968 [Escherichia coli HVH 17 (4-7473087)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 17 (4-7473087)
taxon:1355031 [Escherichia coli JJ1999]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli JJ1999
taxon:1280978 [Escherichia coli HVH 27 (4-7449267)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 27 (4-7449267)
taxon:585035 [Escherichia coli S88]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli S88
taxon:1446666 [Escherichia coli O157:H7 str. K1795]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. K1795
taxon:2491877 [Escherichia coli O11:H5]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O11:H5
taxon:2067424 [Escherichia coli O15]@serogroup,taxon:562 [Escherichia coli]@species,serogroup,Escherichia coli O15
taxon:1328859 [Escherichia coli O157:H7 str. SS17]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. SS17
taxon:1010810 [Escherichia coli O17 str. K12a]@strain,taxon:1010800 [Escherichia coli O17]@serogroup,strain,Escherichia coli O17 str. K12a
taxon:1281152 [Escherichia coli HVH 228 (4-7787030)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 228 (4-7787030)
taxon:1446639 [Escherichia coli O157:H7 str. 2011EL-2108]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2011EL-2108
taxon:656402 [Escherichia coli H454]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli H454
taxon:1281066 [Escherichia coli HVH 133 (4-4466519)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 133 (4-4466519)
taxon:2802036 [Escherichia coli O51:H21]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O51:H21
taxon:749545 [Escherichia coli MS 182-1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 182-1
taxon:749536 [Escherichia coli MS 110-3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 110-3
taxon:585397 [Escherichia coli ED1a]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli ED1a
taxon:743433 [Escherichia sp. enrichment culture clone NX]@species,taxon:75663 [environmental samples]@no rank,species,Escherichia sp. enrichment culture clone NX
taxon:1286332 [Escherichia coli TOP382-3]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TOP382-3
taxon:1281108 [Escherichia coli HVH 180 (4-3051617)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 180 (4-3051617)
taxon:1438672 [Escherichia coli BIDMC 64]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli BIDMC 64
taxon:1444202 [Escherichia coli 2-052-05_S4_C1]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 2-052-05_S4_C1
taxon:1446613 [Escherichia coli O157:H7 str. 08-3037]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 08-3037
taxon:1005504 [Escherichia coli PA33]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli PA33
taxon:1017027 [Escherichia coli C309-64 (10g)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli C309-64 (10g)
taxon:1181741 [Escherichia coli KTE195]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli KTE195
taxon:1444168 [Escherichia coli 3-267-03_S3_C2]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 3-267-03_S3_C2
taxon:1042803 [Escherichia coli O104:H4 str. 01-09591]@strain,taxon:1038927 [Escherichia coli O104:H4]@serotype,strain,Escherichia coli O104:H4 str. 01-09591
taxon:1281111 [Escherichia coli HVH 184 (4-3343286)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 184 (4-3343286)
taxon:694532 [Escherichia coli MV2D4]@no rank,taxon:83333 [Escherichia coli K-12]@strain,no rank,Escherichia coli MV2D4
taxon:1090933 [Escherichia coli O104:H4 str. E90/11]@strain,taxon:1038927 [Escherichia coli O104:H4]@serotype,strain,Escherichia coli O104:H4 str. E90/11
taxon:1116148 [Escherichia coli P0298942.11]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli P0298942.11
taxon:869686 [Escherichia coli 9.0111]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 9.0111
taxon:1147164 [Escherichia coli TW10481]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW10481
taxon:1244509 [Escherichia coli RJ92]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli RJ92
taxon:1147202 [Escherichia coli TW11737]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli TW11737
taxon:1446610 [Escherichia coli O157:H7 str. 06-4039]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 06-4039
taxon:1358334 [Escherichia coli O111 str. CFSAN002083]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002083
taxon:679206 [Escherichia coli MS 119-7]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli MS 119-7
taxon:2810407 [Escherichia coli O126:H45]@serotype,taxon:562 [Escherichia coli]@species,serotype,Escherichia coli O126:H45
taxon:1280989 [Escherichia coli HVH 39 (4-2679949)]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli HVH 39 (4-2679949)
taxon:1358360 [Escherichia coli O111 str. CFSAN002109]@strain,taxon:1055535 [Escherichia coli O111]@serogroup,strain,Escherichia coli O111 str. CFSAN002109
taxon:563770 [Escherichia coli Vir68]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Vir68
taxon:1446622 [Escherichia coli O157:H7 str. 2010C-4979C1]@strain,taxon:83334 [Escherichia coli O157:H7]@serotype,strain,Escherichia coli O157:H7 str. 2010C-4979C1
taxon:2079163 [Escherichia coli O8:H9]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli O8:H9
taxon:869676 [Escherichia coli 97.0264]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli 97.0264
taxon:1207037 [Escherichia coli Tx1686]@strain,taxon:562 [Escherichia coli]@species,strain,Escherichia coli Tx1686
taxon:991920 [Escherichia coli O145:NM str. 8235]@strain,taxon:991919 [Escherichia coli O145:NM]@serotype,strain,Escherichia coli O145:NM str. 8235
